(at X1 Y1,at X1 Y1)
(at X1 Y2,at X1 Y1)
(at X1 Y3,at X1 Y1)
(at X1 Y4,at X1 Y1)
(at X1 Y5,at X1 Y5)
(at X1 Y6,at X1 Y5)
(at X1 Y7,at X1 Y5)
(at X1 Y8,at X1 Y5)
(at X1 Y9,at X1 Y9)
(at X1 Y10,at X1 Y9)
(at X1 Y11,at X1 Y9)
(at X1 Y12,at X1 Y9)
(at X1 Y13,at X1 Y13)
(at X1 Y14,at X1 Y13)
(at X1 Y15,at X1 Y13)
(at X1 Y16,at X1 Y13)
(at X1 Y17,at X1 Y17)
(at X1 Y18,at X1 Y17)
(at X1 Y19,at X1 Y17)
(at X1 Y20,at X1 Y17)
(at X1 Y21,at X1 Y21)
(at X1 Y22,at X1 Y21)
(at X1 Y23,at X1 Y21)
(at X1 Y24,at X1 Y21)
(at X2 Y1,at X2 Y1)
(at X2 Y2,at X2 Y1)
(at X2 Y3,at X2 Y1)
(at X2 Y4,at X2 Y1)
(at X2 Y5,at X2 Y5)
(at X2 Y6,at X2 Y5)
(at X2 Y7,at X2 Y5)
(at X2 Y8,at X2 Y5)
(at X2 Y9,at X2 Y9)
(at X2 Y10,at X2 Y9)
(at X2 Y11,at X2 Y9)
(at X2 Y12,at X2 Y9)
(at X2 Y13,at X2 Y13)
(at X2 Y14,at X2 Y13)
(at X2 Y15,at X2 Y13)
(at X2 Y16,at X2 Y13)
(at X2 Y17,at X2 Y17)
(at X2 Y18,at X2 Y17)
(at X2 Y19,at X2 Y17)
(at X2 Y20,at X2 Y17)
(at X2 Y21,at X2 Y21)
(at X2 Y22,at X2 Y21)
(at X2 Y23,at X2 Y21)
(at X2 Y24,at X2 Y21)
(at X3 Y1,at X3 Y1)
(at X3 Y2,at X3 Y1)
(at X3 Y3,at X3 Y1)
(at X3 Y4,at X3 Y1)
(at X3 Y5,at X3 Y5)
(at X3 Y6,at X3 Y5)
(at X3 Y7,at X3 Y5)
(at X3 Y8,at X3 Y5)
(at X3 Y9,at X3 Y9)
(at X3 Y10,at X3 Y9)
(at X3 Y11,at X3 Y9)
(at X3 Y12,at X3 Y9)
(at X3 Y13,at X3 Y13)
(at X3 Y14,at X3 Y13)
(at X3 Y15,at X3 Y13)
(at X3 Y16,at X3 Y13)
(at X3 Y17,at X3 Y17)
(at X3 Y18,at X3 Y17)
(at X3 Y19,at X3 Y17)
(at X3 Y20,at X3 Y17)
(at X3 Y21,at X3 Y21)
(at X3 Y22,at X3 Y21)
(at X3 Y23,at X3 Y21)
(at X3 Y24,at X3 Y21)
(at X4 Y1,at X4 Y1)
(at X4 Y2,at X4 Y1)
(at X4 Y3,at X4 Y1)
(at X4 Y4,at X4 Y1)
(at X4 Y5,at X4 Y5)
(at X4 Y6,at X4 Y5)
(at X4 Y7,at X4 Y5)
(at X4 Y8,at X4 Y5)
(at X4 Y9,at X4 Y9)
(at X4 Y10,at X4 Y9)
(at X4 Y11,at X4 Y9)
(at X4 Y12,at X4 Y9)
(at X4 Y13,at X4 Y13)
(at X4 Y14,at X4 Y13)
(at X4 Y15,at X4 Y13)
(at X4 Y16,at X4 Y13)
(at X4 Y17,at X4 Y17)
(at X4 Y18,at X4 Y17)
(at X4 Y19,at X4 Y17)
(at X4 Y20,at X4 Y17)
(at X4 Y21,at X4 Y21)
(at X4 Y22,at X4 Y21)
(at X4 Y23,at X4 Y21)
(at X4 Y24,at X4 Y21)
(at X5 Y1,at X5 Y1)
(at X5 Y2,at X5 Y1)
(at X5 Y3,at X5 Y1)
(at X5 Y4,at X5 Y1)
(at X5 Y5,at X5 Y5)
(at X5 Y6,at X5 Y5)
(at X5 Y7,at X5 Y5)
(at X5 Y8,at X5 Y5)
(at X5 Y9,at X5 Y9)
(at X5 Y10,at X5 Y9)
(at X5 Y11,at X5 Y9)
(at X5 Y12,at X5 Y9)
(at X5 Y13,at X5 Y13)
(at X5 Y14,at X5 Y13)
(at X5 Y15,at X5 Y13)
(at X5 Y16,at X5 Y13)
(at X5 Y17,at X5 Y17)
(at X5 Y18,at X5 Y17)
(at X5 Y19,at X5 Y17)
(at X5 Y20,at X5 Y17)
(at X5 Y21,at X5 Y21)
(at X5 Y22,at X5 Y21)
(at X5 Y23,at X5 Y21)
(at X5 Y24,at X5 Y21)
(at X6 Y1,at X6 Y1)
(at X6 Y2,at X6 Y1)
(at X6 Y3,at X6 Y1)
(at X6 Y4,at X6 Y1)
(at X6 Y5,at X6 Y5)
(at X6 Y6,at X6 Y5)
(at X6 Y7,at X6 Y5)
(at X6 Y8,at X6 Y5)
(at X6 Y9,at X6 Y9)
(at X6 Y10,at X6 Y9)
(at X6 Y11,at X6 Y9)
(at X6 Y12,at X6 Y9)
(at X6 Y13,at X6 Y13)
(at X6 Y14,at X6 Y13)
(at X6 Y15,at X6 Y13)
(at X6 Y16,at X6 Y13)
(at X6 Y17,at X6 Y17)
(at X6 Y18,at X6 Y17)
(at X6 Y19,at X6 Y17)
(at X6 Y20,at X6 Y17)
(at X6 Y21,at X6 Y21)
(at X6 Y22,at X6 Y21)
(at X6 Y23,at X6 Y21)
(at X6 Y24,at X6 Y21)
(at X7 Y1,at X7 Y1)
(at X7 Y2,at X7 Y1)
(at X7 Y3,at X7 Y1)
(at X7 Y4,at X7 Y1)
(at X7 Y5,at X7 Y5)
(at X7 Y6,at X7 Y5)
(at X7 Y7,at X7 Y5)
(at X7 Y8,at X7 Y5)
(at X7 Y9,at X7 Y9)
(at X7 Y10,at X7 Y9)
(at X7 Y11,at X7 Y9)
(at X7 Y12,at X7 Y9)
(at X7 Y13,at X7 Y13)
(at X7 Y14,at X7 Y13)
(at X7 Y15,at X7 Y13)
(at X7 Y16,at X7 Y13)
(at X7 Y17,at X7 Y17)
