(at place_2_3,at place_2_3)
(at place_2_4,at place_2_3)
(at place_3_3,at place_2_3)
(at place_3_4,at place_2_3)
(at place_4_3,at place_2_3)
(at place_4_4,at place_2_3)
(at place_5_3,at place_2_3)
(at place_5_4,at place_2_3)
(at place_2_5,at place_2_5)
(at place_2_6,at place_2_5)
(at place_3_5,at place_2_5)
(at place_3_6,at place_2_5)
(at place_4_5,at place_2_5)
(at place_4_6,at place_2_5)
(at place_5_5,at place_2_5)
(at place_5_6,at place_2_5)
(at place_2_7,at place_2_7)
(at place_2_8,at place_2_7)
(at place_3_7,at place_2_7)
(at place_3_8,at place_2_7)
(at place_4_7,at place_2_7)
(at place_4_8,at place_2_7)
(at place_5_7,at place_2_7)
(at place_5_8,at place_2_7)
(at place_6_3,at place_6_3)
(at place_6_4,at place_6_3)
(at place_7_3,at place_6_3)
(at place_7_4,at place_6_3)
(at place_8_3,at place_6_3)
(at place_8_4,at place_6_3)
(at place_9_3,at place_6_3)
(at place_9_4,at place_6_3)
(at place_6_5,at place_6_5)
(at place_6_6,at place_6_5)
(at place_7_5,at place_6_5)
(at place_7_6,at place_6_5)
(at place_8_5,at place_6_5)
(at place_8_6,at place_6_5)
(at place_9_5,at place_6_5)
(at place_9_6,at place_6_5)
(at place_6_7,at place_6_7)
(at place_6_8,at place_6_7)
(at place_7_7,at place_6_7)
(at place_7_8,at place_6_7)
(at place_8_7,at place_6_7)
(at place_8_8,at place_6_7)
(at place_9_7,at place_6_7)
(at place_9_8,at place_6_7)
(at place_10_3,at place_10_3)
(at place_10_4,at place_10_3)
(at place_11_3,at place_10_3)
(at place_11_4,at place_10_3)
(at place_12_3,at place_10_3)
(at place_12_4,at place_10_3)
(at place_13_3,at place_10_3)
(at place_13_4,at place_10_3)
(at place_10_5,at place_10_5)
(at place_10_6,at place_10_5)
(at place_11_5,at place_10_5)
(at place_11_6,at place_10_5)
(at place_12_5,at place_10_5)
(at place_12_6,at place_10_5)
(at place_13_5,at place_10_5)
(at place_13_6,at place_10_5)
(at place_10_7,at place_10_7)
(at place_10_8,at place_10_7)
(at place_11_7,at place_10_7)
(at place_11_8,at place_10_7)
(at place_12_7,at place_10_7)
(at place_12_8,at place_10_7)
(at place_13_7,at place_10_7)
(at place_13_8,at place_10_7)
(at place_14_3,at place_14_3)
(at place_14_4,at place_14_3)
(at place_15_3,at place_14_3)
(at place_15_4,at place_14_3)
(at place_16_3,at place_14_3)
(at place_16_4,at place_14_3)
(at place_17_3,at place_14_3)
(at place_17_4,at place_14_3)
(at place_14_5,at place_14_5)
(at place_14_6,at place_14_5)
(at place_15_5,at place_14_5)
(at place_15_6,at place_14_5)
(at place_16_5,at place_14_5)
(at place_16_6,at place_14_5)
(at place_17_5,at place_14_5)
(at place_17_6,at place_14_5)
(at place_14_7,at place_14_7)
(at place_14_8,at place_14_7)
(at place_15_7,at place_14_7)
(at place_15_8,at place_14_7)
(at place_16_7,at place_14_7)
(at place_16_8,at place_14_7)
(at place_17_7,at place_14_7)
(at place_17_8,at place_14_7)
(at place_18_3,at place_18_3)
(at place_18_4,at place_18_3)
(at place_19_3,at place_18_3)
(at place_19_4,at place_18_3)
(at place_20_3,at place_18_3)
(at place_20_4,at place_18_3)
(at place_18_5,at place_18_5)
(at place_18_6,at place_18_5)
(at place_19_5,at place_18_5)
(at place_19_6,at place_18_5)
(at place_20_5,at place_18_5)
(at place_20_6,at place_18_5)
(at place_18_7,at place_18_7)
(at place_18_8,at place_18_7)
(at place_19_7,at place_18_7)
(at place_19_8,at place_18_7)
(at place_20_7,at place_18_7)
(at place_20_8,at place_18_7)
