(at X1 Y1,at X1 Y1)
(at X1 Y2,at X1 Y1)
(at X1 Y3,at X1 Y1)
(at X1 Y4,at X1 Y1)
(at X1 Y5,at X1 Y5)
(at X1 Y6,at X1 Y5)
(at X1 Y7,at X1 Y5)
(at X1 Y8,at X1 Y5)
(at X1 Y9,at X1 Y9)
(at X1 Y10,at X1 Y9)
(at X1 Y11,at X1 Y9)
(at X1 Y12,at X1 Y9)
(at X1 Y13,at X1 Y13)
(at X1 Y14,at X1 Y13)
(at X1 Y15,at X1 Y13)
(at X1 Y16,at X1 Y13)
(at X1 Y17,at X1 Y17)
(at X1 Y18,at X1 Y17)
(at X1 Y19,at X1 Y17)
(at X1 Y20,at X1 Y17)
(at X1 Y21,at X1 Y21)
(at X1 Y22,at X1 Y21)
(at X1 Y23,at X1 Y21)
(at X1 Y24,at X1 Y21)
(at X1 Y25,at X1 Y25)
(at X1 Y26,at X1 Y25)
(at X1 Y27,at X1 Y25)
(at X1 Y28,at X1 Y25)
(at X1 Y29,at X1 Y29)
(at X1 Y30,at X1 Y29)
(at X1 Y31,at X1 Y29)
(at X1 Y32,at X1 Y29)
(at X1 Y33,at X1 Y33)
(at X1 Y34,at X1 Y33)
(at X1 Y35,at X1 Y33)
(at X1 Y36,at X1 Y33)
(at X1 Y37,at X1 Y37)
(at X1 Y38,at X1 Y37)
(at X1 Y39,at X1 Y37)
(at X1 Y40,at X1 Y37)
(at X1 Y41,at X1 Y41)
(at X1 Y42,at X1 Y41)
(at X1 Y43,at X1 Y41)
(at X1 Y44,at X1 Y41)
(at X2 Y1,at X2 Y1)
(at X2 Y2,at X2 Y1)
(at X2 Y3,at X2 Y1)
(at X2 Y4,at X2 Y1)
(at X2 Y5,at X2 Y5)
(at X2 Y6,at X2 Y5)
(at X2 Y7,at X2 Y5)
(at X2 Y8,at X2 Y5)
(at X2 Y9,at X2 Y9)
(at X2 Y10,at X2 Y9)
(at X2 Y11,at X2 Y9)
(at X2 Y12,at X2 Y9)
(at X2 Y13,at X2 Y13)
(at X2 Y14,at X2 Y13)
(at X2 Y15,at X2 Y13)
(at X2 Y16,at X2 Y13)
(at X2 Y17,at X2 Y17)
(at X2 Y18,at X2 Y17)
(at X2 Y19,at X2 Y17)
(at X2 Y20,at X2 Y17)
(at X2 Y21,at X2 Y21)
(at X2 Y22,at X2 Y21)
(at X2 Y23,at X2 Y21)
(at X2 Y24,at X2 Y21)
(at X2 Y25,at X2 Y25)
(at X2 Y26,at X2 Y25)
(at X2 Y27,at X2 Y25)
(at X2 Y28,at X2 Y25)
(at X2 Y29,at X2 Y29)
(at X2 Y30,at X2 Y29)
(at X2 Y31,at X2 Y29)
(at X2 Y32,at X2 Y29)
(at X2 Y33,at X2 Y33)
(at X2 Y34,at X2 Y33)
(at X2 Y35,at X2 Y33)
(at X2 Y36,at X2 Y33)
(at X2 Y37,at X2 Y37)
(at X2 Y38,at X2 Y37)
(at X2 Y39,at X2 Y37)
(at X2 Y40,at X2 Y37)
(at X2 Y41,at X2 Y41)
(at X2 Y42,at X2 Y41)
(at X2 Y43,at X2 Y41)
(at X2 Y44,at X2 Y41)
(at X3 Y1,at X3 Y1)
(at X3 Y2,at X3 Y1)
(at X3 Y3,at X3 Y1)
(at X3 Y4,at X3 Y1)
(at X3 Y5,at X3 Y5)
(at X3 Y6,at X3 Y5)
(at X3 Y7,at X3 Y5)
(at X3 Y8,at X3 Y5)
(at X3 Y9,at X3 Y9)
(at X3 Y10,at X3 Y9)
(at X3 Y11,at X3 Y9)
(at X3 Y12,at X3 Y9)
(at X3 Y13,at X3 Y13)
(at X3 Y14,at X3 Y13)
(at X3 Y15,at X3 Y13)
(at X3 Y16,at X3 Y13)
(at X3 Y17,at X3 Y17)
(at X3 Y18,at X3 Y17)
(at X3 Y19,at X3 Y17)
(at X3 Y20,at X3 Y17)
(at X3 Y21,at X3 Y21)
(at X3 Y22,at X3 Y21)
(at X3 Y23,at X3 Y21)
(at X3 Y24,at X3 Y21)
(at X3 Y25,at X3 Y25)
(at X3 Y26,at X3 Y25)
(at X3 Y27,at X3 Y25)
(at X3 Y28,at X3 Y25)
(at X3 Y29,at X3 Y29)
(at X3 Y30,at X3 Y29)
(at X3 Y31,at X3 Y29)
(at X3 Y32,at X3 Y29)
(at X3 Y33,at X3 Y33)
(at X3 Y34,at X3 Y33)
(at X3 Y35,at X3 Y33)
(at X3 Y36,at X3 Y33)
(at X3 Y37,at X3 Y37)
(at X3 Y38,at X3 Y37)
(at X3 Y39,at X3 Y37)
(at X3 Y40,at X3 Y37)
(at X3 Y41,at X3 Y41)
(at X3 Y42,at X3 Y41)
(at X3 Y43,at X3 Y41)
(at X3 Y44,at X3 Y41)
(at X4 Y1,at X4 Y1)
(at X4 Y2,at X4 Y1)
(at X4 Y3,at X4 Y1)
(at X4 Y4,at X4 Y1)
(at X4 Y5,at X4 Y5)
(at X4 Y6,at X4 Y5)
(at X4 Y7,at X4 Y5)
(at X4 Y8,at X4 Y5)
(at X4 Y9,at X4 Y9)
(at X4 Y10,at X4 Y9)
(at X4 Y11,at X4 Y9)
(at X4 Y12,at X4 Y9)
(at X4 Y13,at X4 Y13)
(at X4 Y14,at X4 Y13)
(at X4 Y15,at X4 Y13)
(at X4 Y16,at X4 Y13)
(at X4 Y17,at X4 Y17)
(at X4 Y18,at X4 Y17)
(at X4 Y19,at X4 Y17)
(at X4 Y20,at X4 Y17)
(at X4 Y21,at X4 Y21)
(at X4 Y22,at X4 Y21)
(at X4 Y23,at X4 Y21)
(at X4 Y24,at X4 Y21)
(at X4 Y25,at X4 Y25)
(at X4 Y26,at X4 Y25)
(at X4 Y27,at X4 Y25)
(at X4 Y28,at X4 Y25)
(at X4 Y29,at X4 Y29)
