(at place_0_0,at place_0_0)
(at place_0_1,at place_0_0)
(at place_0_2,at place_0_2)
(at place_0_3,at place_0_2)
(at place_0_4,at place_0_4)
(at place_1_0,at place_1_0)
(at place_1_1,at place_1_0)
(at place_1_2,at place_1_2)
(at place_1_3,at place_1_2)
(at place_1_4,at place_1_4)
(at place_2_0,at place_1_0)
(at place_2_1,at place_1_0)
(at place_2_2,at place_1_2)
(at place_2_3,at place_1_2)
(at place_2_4,at place_1_4)
(at place_3_0,at place_3_0)
(at place_3_1,at place_3_0)
(at place_3_2,at place_3_2)
(at place_3_3,at place_3_2)
(at place_3_4,at place_3_4)
(at place_4_0,at place_3_0)
(at place_4_1,at place_3_0)
(at place_4_2,at place_3_2)
(at place_4_3,at place_3_2)
(at place_4_4,at place_3_4)
