(at place_3_14,at place_2_14)
(at place_5_9,at place_4_10)
(at place_2_5,at place_2_6)
(at place_5_10,at place_4_10)
(at place_3_10,at place_2_10)
(at place_3_3,at place_2_4)
(at place_4_13,at place_4_14)
(at place_3_8,at place_2_8)
(at place_2_8,at place_2_8)
(at place_4_9,at place_4_10)
(at place_2_13,at place_2_14)
(at place_3_7,at place_2_8)
(at place_2_4,at place_2_4)
(at place_5_11,at place_4_12)
(at place_4_5,at place_4_6)
(at place_3_11,at place_2_12)
(at place_4_12,at place_4_12)
(at place_5_6,at place_4_6)
(at place_2_7,at place_2_8)
(at place_3_4,at place_2_4)
(at place_2_12,at place_2_12)
(at place_4_7,at place_4_8)
(at place_5_3,at place_4_4)
(at place_2_3,at place_2_4)
(at place_3_9,at place_2_10)
(at place_4_4,at place_4_4)
(at place_4_8,at place_4_8)
(at place_5_12,at place_4_12)
(at place_5_7,at place_4_8)
(at place_2_6,at place_2_6)
(at place_3_12,at place_2_12)
(at place_4_11,at place_4_12)
(at place_3_5,at place_2_6)
(at place_5_4,at place_4_4)
(at place_5_13,at place_4_14)
(at place_5_8,at place_4_8)
(at place_2_14,at place_2_14)
(at place_4_6,at place_4_6)
(at place_4_3,at place_4_4)
(at place_3_13,at place_2_14)
(at place_3_6,at place_2_6)
(at place_4_10,at place_4_10)
(at place_2_10,at place_2_10)
(at place_5_14,at place_4_14)
(at place_5_5,at place_4_6)
(at place_2_9,at place_2_10)
(at place_4_14,at place_4_14)
(at place_2_11,at place_2_12)
