(at X1 Y1,at X1 Y1)
(at X1 Y2,at X1 Y1)
(at X1 Y3,at X1 Y1)
(at X1 Y4,at X1 Y1)
(at X1 Y5,at X1 Y5)
(at X1 Y6,at X1 Y5)
(at X1 Y7,at X1 Y5)
(at X1 Y8,at X1 Y5)
(at X1 Y9,at X1 Y9)
(at X1 Y10,at X1 Y9)
(at X1 Y11,at X1 Y9)
(at X1 Y12,at X1 Y9)
(at X1 Y13,at X1 Y13)
(at X1 Y14,at X1 Y13)
(at X1 Y15,at X1 Y13)
(at X1 Y16,at X1 Y13)
(at X2 Y1,at X2 Y1)
(at X2 Y2,at X2 Y1)
(at X2 Y3,at X2 Y1)
(at X2 Y4,at X2 Y1)
(at X2 Y5,at X2 Y5)
(at X2 Y6,at X2 Y5)
(at X2 Y7,at X2 Y5)
(at X2 Y8,at X2 Y5)
(at X2 Y9,at X2 Y9)
(at X2 Y10,at X2 Y9)
(at X2 Y11,at X2 Y9)
(at X2 Y12,at X2 Y9)
(at X2 Y13,at X2 Y13)
(at X2 Y14,at X2 Y13)
(at X2 Y15,at X2 Y13)
(at X2 Y16,at X2 Y13)
(at X3 Y1,at X3 Y1)
(at X3 Y2,at X3 Y1)
(at X3 Y3,at X3 Y1)
(at X3 Y4,at X3 Y1)
(at X3 Y5,at X3 Y5)
(at X3 Y6,at X3 Y5)
(at X3 Y7,at X3 Y5)
(at X3 Y8,at X3 Y5)
(at X3 Y9,at X3 Y9)
(at X3 Y10,at X3 Y9)
(at X3 Y11,at X3 Y9)
(at X3 Y12,at X3 Y9)
(at X3 Y13,at X3 Y13)
(at X3 Y14,at X3 Y13)
(at X3 Y15,at X3 Y13)
(at X3 Y16,at X3 Y13)
(at X4 Y1,at X4 Y1)
(at X4 Y2,at X4 Y1)
(at X4 Y3,at X4 Y1)
(at X4 Y4,at X4 Y1)
(at X4 Y5,at X4 Y5)
(at X4 Y6,at X4 Y5)
(at X4 Y7,at X4 Y5)
(at X4 Y8,at X4 Y5)
(at X4 Y9,at X4 Y9)
(at X4 Y10,at X4 Y9)
(at X4 Y11,at X4 Y9)
(at X4 Y12,at X4 Y9)
(at X4 Y13,at X4 Y13)
(at X4 Y14,at X4 Y13)
(at X4 Y15,at X4 Y13)
(at X4 Y16,at X4 Y13)
(at X5 Y1,at X5 Y1)
(at X5 Y2,at X5 Y1)
(at X5 Y3,at X5 Y1)
(at X5 Y4,at X5 Y1)
(at X5 Y5,at X5 Y5)
(at X5 Y6,at X5 Y5)
(at X5 Y7,at X5 Y5)
(at X5 Y8,at X5 Y5)
(at X5 Y9,at X5 Y9)
(at X5 Y10,at X5 Y9)
(at X5 Y11,at X5 Y9)
(at X5 Y12,at X5 Y9)
(at X5 Y13,at X5 Y13)
(at X5 Y14,at X5 Y13)
(at X5 Y15,at X5 Y13)
(at X5 Y16,at X5 Y13)
(at X6 Y1,at X6 Y1)
(at X6 Y2,at X6 Y1)
(at X6 Y3,at X6 Y1)
(at X6 Y4,at X6 Y1)
(at X6 Y5,at X6 Y5)
(at X6 Y6,at X6 Y5)
(at X6 Y7,at X6 Y5)
(at X6 Y8,at X6 Y5)
(at X6 Y9,at X6 Y9)
(at X6 Y10,at X6 Y9)
(at X6 Y11,at X6 Y9)
(at X6 Y12,at X6 Y9)
(at X6 Y13,at X6 Y13)
(at X6 Y14,at X6 Y13)
(at X6 Y15,at X6 Y13)
(at X6 Y16,at X6 Y13)
(at X7 Y1,at X7 Y1)
(at X7 Y2,at X7 Y1)
(at X7 Y3,at X7 Y1)
(at X7 Y4,at X7 Y1)
(at X7 Y5,at X7 Y5)
(at X7 Y6,at X7 Y5)
(at X7 Y7,at X7 Y5)
(at X7 Y8,at X7 Y5)
(at X7 Y9,at X7 Y9)
(at X7 Y10,at X7 Y9)
(at X7 Y11,at X7 Y9)
(at X7 Y12,at X7 Y9)
(at X7 Y13,at X7 Y13)
(at X7 Y14,at X7 Y13)
(at X7 Y15,at X7 Y13)
(at X7 Y16,at X7 Y13)
(at X8 Y1,at X8 Y1)
(at X8 Y2,at X8 Y1)
(at X8 Y3,at X8 Y1)
(at X8 Y4,at X8 Y1)
(at X8 Y5,at X8 Y5)
(at X8 Y6,at X8 Y5)
(at X8 Y7,at X8 Y5)
(at X8 Y8,at X8 Y5)
(at X8 Y9,at X8 Y9)
(at X8 Y10,at X8 Y9)
(at X8 Y11,at X8 Y9)
(at X8 Y12,at X8 Y9)
(at X8 Y13,at X8 Y13)
(at X8 Y14,at X8 Y13)
(at X8 Y15,at X8 Y13)
(at X8 Y16,at X8 Y13)
(at X9 Y1,at X9 Y1)
(at X9 Y2,at X9 Y1)
(at X9 Y3,at X9 Y1)
(at X9 Y4,at X9 Y1)
(at X9 Y5,at X9 Y5)
(at X9 Y6,at X9 Y5)
(at X9 Y7,at X9 Y5)
(at X9 Y8,at X9 Y5)
(at X9 Y9,at X9 Y9)
(at X9 Y10,at X9 Y9)
(at X9 Y11,at X9 Y9)
(at X9 Y12,at X9 Y9)
(at X9 Y13,at X9 Y13)
(at X9 Y14,at X9 Y13)
(at X9 Y15,at X9 Y13)
(at X9 Y16,at X9 Y13)
(at X10 Y1,at X10 Y1)
(at X10 Y2,at X10 Y1)
(at X10 Y3,at X10 Y1)
(at X10 Y4,at X10 Y1)
(at X10 Y5,at X10 Y5)
(at X10 Y6,at X10 Y5)
(at X10 Y7,at X10 Y5)
(at X10 Y8,at X10 Y5)
(at X10 Y9,at X10 Y9)
(at X10 Y10,at X10 Y9)
(at X10 Y11,at X10 Y9)
(at X10 Y12,at X10 Y9)
(at X10 Y13,at X10 Y13)
(at X10 Y14,at X10 Y13)
(at X10 Y15,at X10 Y13)
(at X10 Y16,at X10 Y13)
(at X11 Y1,at X11 Y1)
